,token,tag
1442,تونی,B-PER
1443,بلر,I-PER
1444,است,O
1445,.,O
1446,لری,B-PER
1447,سنگر,I-PER
1448,رئیس,O
1449,بخش,O
1450,سابق,O
1451,ویرایش,O
1452,نوپدیا,O
1453,در,B-DAT
1454,سال,I-DAT
1455,۲۰۰۴,I-DAT
1456,گفت,O
1457,:,O
1458,هنگامی,O
1459,که,O
1460,به,O
1461,یک,O
1462,مسئله,O
1463,نسبتا,O
1464,تخصصی,O
1465,می‌رسیم,O
1466,(,O
1467,که,O
1468,خارج,O
1469,از,O
1470,علاقه,O
1471,مردم,O
1472,است,O
1473,),O
1474,اعتبار,O
1475,مقاله‌ها,O
1476,بسیار,O
1477,غیرقابل,O
1478,اعتماد,O
1479,می‌شود,O
1480,.,O
1481,در,B-DAT
1482,ماه,I-DAT
1483,مه,I-DAT
1484,سال,I-DAT
1485,۲۰۰۵,I-DAT
1486,(,O
1487,خرداد,B-DAT
1488,۱۳۸۴,I-DAT
1489,),O
1490,مثال,O
1491,هویبرگ,O
1492,صحت,O
1493,خود,O
1494,را,O
1495,از,O
1496,دست,O
1497,داد,O
1498,:,O
1499,مقاله,O
1500,مربوط,O
1501,به,O
1502,هنر,O
1503,چین,O
1504,تقریبا,O
1505,سه,O
1506,برابر,O
1507,مقاله,O
1508,مربوط,O
1509,به,O
1510,تندباد,O
1511,فرنسس,O
1512,شد,O
1513,و,O
1514,مقاله,O
1515,مربوط,O
1516,به,O
1517,تونی,B-PER
1518,بلر,I-PER
1519,در,O
1520,حدود,O
1521,۵۰,O
1522,بزرگ‌تر,O
1523,از,O
1524,مقاله,O
1525,خیابان,O
1526,کورونیشن,O
1527,گردید,O
1528,.,O
1529,برای,O
1530,نمونه,O
1531,مقاله,O
1532,مربوط,O
1533,به,O
1534,زلزله,B-EVE
1535,اقیانوس,I-EVE
1536,هند,I-EVE
1537,که,O
1538,اندکی,O
1539,بعد,O
1540,از,O
1541,وقوع,O
1542,آن,O
1543,در,O
1544,ویکی‌پدیای,O
1545,انگلیسی,O
1546,نوشته,O
1547,شد,O
1548,به,O
1549,سرعت,O
1550,توسط,O
1551,بعضی,O
1552,از,O
1553,مطبوعات,O
1554,چاپ,O
1555,شد,O
1556,.,O
1557,مجله,O
1558,آلمانی,O
1559,رایانه‌ای,O
1560,ct,O
1561,در,B-DAT
1562,اکتبر,I-DAT
1563,۲۰۰۴,I-DAT
1564,(,O
1565,مهر,B-DAT
1566,۱۳۸۳,I-DAT
1567,),O
1568,مقایسه‌ای,O
1569,بین,O
1570,دانشنامه‌های,O
1571,براکهاوس,O
1572,پرمیوم,O
1573,مایکروسافت,B-ORG
1574,انکارتا,I-ORG
1575,و,O
1576,ویکی‌پدیا,O
1577,انجام,O
1578,داد,O
1579,.,O
1580,امتیازات,O
1581,نهایی,O
1582,از,O
1583,این,O
1584,قرار,O
1585,بودند,O
1586,،,O
1587,ویکی‌پدیا,O
1588,۶,O
1589,۳,O
1590,از,O
1591,۵,O
1592,(,O
1593,B,O
1594,)،,O
1595,براکهاوس,O
1596,پرمیوم,O
1597,۳,O
1598,۳,O
1599,و,O
1600,مایکروسافت,B-ORG
1601,انکارتا,I-ORG
1602,۱,O
1603,۳,O
1604,.,O
1605,امیگ,O
1606,و,O
1607,هرینگ,O
1608,پروفسورهای,O
1609,دانشگاه,B-ORG
1610,ایندیانا,I-ORG
1611,در,O
1612,تحلیلی,O
1613,پیرامون,O
1614,دانشنامه‌ها,O
1615,اینطور,O
1616,می‌نویسند,O
1617,که,O
1618,ویکی‌پدیا,O
1619,در,O
1620,قلمروهایی,O
1621,که,O
1622,توانایی,O
1623,بیشتری,O
1624,دارد,O
1625,،,O
1626,همچون,O
1627,فناوری,O
1628,و,O
1629,وقایع,O
1630,جاری,O
1631,،,O
1632,اطلاعات,O
1633,سنتی,O
1634,را,O
1635,بهروز,O
1636,می‌کند,O
1637,.,O
1638,بنابر,O
1639,فهرستی,O
1640,که,O
1641,توسط,O
1642,ویرایشگران,O
1643,ویکی‌پدیا,O
1644,تهیه,O
1645,شده‌است,O
1646,،,O
1647,مقاله‌های,O
1648,ویکی‌پدیا,O
1649,بیشتر,O
1650,از,O
1651,همه,B-LOC
1652,جا,I-LOC
1653,در,O
1654,رسانه‌های,O
1655,خبری,O
1656,ذکر,O
1657,شده‌اند,O
1658,.,O
1659,در,B-DAT
1660,سالهای,I-DAT
1661,اخیر,I-DAT
1662,مراجعه,O
1663,به,O
1664,ویکی‌پدیای,O
1665,فارسی,O
1666,افزایش,O
1667,چشمگیری,O
1668,داشته,O
1669,که,O
1670,علت,O
1671,آن,O
1672,جلب,O
1673,اعتماد,O
1674,و,O
1675,همچنین,O
1676,مزایای,O
1677,متعددی,O
1678,است,O
1679,که,O
1680,سایت,O
1681,ویکی‌پدیا,O
1682,از,O
1683,آن,O
1684,برخوردار,O
1685,است,O
1686,.,O
1687,آمار,O
1688,نشان,O
1689,می‌دهد,O
1690,که,O
1691,در,B-DAT
1692,سال,I-DAT
1693,۲۰۰۹,I-DAT
1694,میلادی,I-DAT
1695,در,O
1696,حدود,O
1697,نیمی,O
1698,از,O
1699,بازدیدهای,O
1700,کاربران,O
1701,ایرانی,O
1702,از,O
1703,نسخه,O
1704,انگلیسی,O
1705,ویکی‌پدیا,O
1706,انجام,O
1707,می‌شده,O
1708,و,O
1709,کمی,O
1710,بیشتر,O
1711,از,O
1712,نیمی,O
1713,از,O
1714,دیگر,O
1715,مراجعات,O
1716,به,O
1717,نسخه,O
1718,فارسی,O
1719,این,O
1720,دانشنامه,O
1721,جهانی,O
1722,بوده‌است,O
1723,.,O
1724,بررسی,O
1725,همین,O
1726,آمار,O
1727,برای,O
1728,سال‌های,O
1729,پیاپی,O
1730,اما,O
1731,حکایت,O
1732,از,O
1733,استقبال,O
1734,فزاینده,O
1735,جامعه,O
1736,ایرانی,O
1737,از,O
1738,نسخه,O
1739,فارسی,O
1740,ویکی‌پدیا,O
1741,دارد,O
1742,به‌طوری‌که,O
1743,در,B-DAT
1744,سال,I-DAT
1745,۲۰۱۳,I-DAT
1746,در,O
1747,حدود,O
1748,۷۵,O
1749,درصد,O
1750,از,O
1751,مراجعات,O
1752,ایرانیان,O
1753,برای,O
1754,کسب,O
1755,اطلاعات,O
1756,از,O
1757,این,O
1758,دانشنامه,O
1759,به,O
1760,نسخه,O
1761,فارسی,O
1762,بوده,O
1763,و,O
1764,نسخه,O
1765,انگلیسی,O
1766,تنها,O
1767,حدود,O
1768,۲۲,O
1769,درصد,O
1770,از,O
1771,مراجعات,O
1772,از,O
1773,ایران,O
1774,را,O
1775,به,O
1776,خود,O
1777,جلب,O
1778,کرده‌است,O
1779,.,O
1780,طی,O
1781,این,O
1782,مدت,O
1783,البته,O
1784,تعداد,O
1785,مقالات,O
1786,نسخه,O
1787,فارسی,O
1788,ویکی‌پدیا,O
1789,نیز,O
1790,رشد,O
1791,چشمگیری,O
1792,را,O
1793,نشان,O
1794,می‌دهد,O
1795,به‌طوری‌که,O
1796,شمار,O
1797,مقالات,O
1798,این,O
1799,دائرهالمعارف,O
1800,فارسی,O
1801,هم‌اینک,O
1802,از,O
1803,مرز,O
1804,۳۴۶,O
1805,هزار,O
1806,مقاله,O
1807,گذشته,O
1808,و,O
1809,از,O
1810,این,O
1811,نظر,O
1812,،,O
1813,زبان,O
1814,پیشرو,O
1815,در,O
1816,میان,O
1817,زبان‌های,O
1818,منطقه,B-LOC
1819,خاورمیانه,I-LOC
1820,است,O
1821,.,O
1822,بر,O
1823,اساس,O
1824,یک,O
1825,بررسی,O
1826,در,B-DAT
1827,ژوئیه,I-DAT
1828,۲۰۱۳,I-DAT
1829,از,O
1830,میان,O
1831,حدود,O
1832,۳۳۱,O
1833,هزار,O
1834,مقاله,O
1835,ویکی‌پدیای,O
1836,زبان,O
1837,فارسی,O
1838,۹۶۳,O
1839,مقاله,O
1840,در,O
1841,زمینه‌های,O
1842,سیاست,O
1843,،,O
1844,سکس,O
1845,و,O
1846,مذهب,O
1847,در,O
1848,ایران,O
1849,فیلتر,O
1850,هستند,O
1851,.,O
1852,از‌این‌میان,O
1853,بیش‌ترین,O
1854,حجم,O
1855,به,O
1856,مسایل,O
1857,سیاسی,O
1858,و,O
1859,بیش,O
1860,از,O
1861,همه,O
1862,به,O
1863,انتخابات,O
1864,ریاست‌جمهوری,O
1865,ایران,O
1866,(,O
1867,۱۳۸۸,O
1868,),O
1869,و,O
1870,جنبش,B-ORG
1871,سبز,I-ORG
1872,اختصاص,O
1873,دارد,O
1874,.,O
1875,www.dw.de,O
1876,در,B-DAT
1877,سال,I-DAT
1878,۲۰۱۵,I-DAT
1879,فیلتر,O
1880,هدفمند,O
1881,مقالات,O
1882,ویکی,O
1883,درباره,O
1884,موضوعات,O
1885,مذهبی,O
1886,،,O
1887,سیاسی,O
1888,،,O
1889,جنسی,O
1890,یا,O
1891,غیره,O
1892,در,O
1893,ایران,O
1894,برداشته,O
1895,شد,O
1896,اما,O
1897,سرور,O
1898,فایل‌های,O
1899,تصویری,O
1900,ویکی,O
1901,در,O
1902,ایران,O
1903,به,O
1904,صورت,O
1905,طولانی‌مدت,O
1906,از,O
1907,دسترس,O
1908,خارج,O
1909,شد,O
1910,و,O
1911,هنوز,O
1912,قابل‌دسترسی,O
1913,نیست,O
1914,.,O
1915,از,B-DAT
1916,ساعت,I-DAT
1917,۸,I-DAT
1918,بامداد,I-DAT
1919,روز,I-DAT
1920,شنبه,I-DAT
1921,۲۹,I-DAT
1922,آوریل,I-DAT
1923,(,O
1924,۹,B-DAT
1925,اردیبهشت,I-DAT
1926,),O
1927,دسترسی,O
1928,به,O
1929,پایگاه,O
1930,اینترنتی,O
1931,دانشنامه,O
1932,ویکی‌پدیا,O
1933,به,O
1934,تمامی,O
1935,زبان‌های,O
1936,آن,O
1937,،,O
1938,و,O
1939,از‌آن‌جمله,O
1940,زبان,O
1941,ترکی,O
1942,استانبولی,O
1943,،,O
1944,در,O
1945,این,O
1946,کشور,O
1947,قطع,O
1948,شد,O
1949,.,O
1950,خبرگزاری,B-ORG
1951,فرانسه,I-ORG
1952,به,O
1953,نقل,O
1954,از,O
1955,رسانه‌های,O
1956,دولتی,O
1957,ترکیه,O
1958,نوشته‌است,O
1959,که,O
1960,این,O
1961,محدودیت,O
1962,به,O
1963,دلیل,O
1964,ناموفق,O
1965,بودن,O
1966,ویکی‌پدیا,O
1967,در,O
1968,حذف,O
1969,محتوای,O
1970,مشوق,O
1971,تروریسم,O
1972,و,O
1973,حاوی,O
1974,اتهام,O
1975,همکاری,O
1976,ترکیه,O
1977,با,O
1978,گروه‌های,O
1979,تروریستی,O
1980,صورت,O
1981,گرفته‌است,O
1982,.,O
1983,ویکی‌پدیا,O
1984,در,B-DAT
1985,ماه,I-DAT
1986,می,I-DAT
1987,۲۰۰۴,I-DAT
1988,(,O
1989,خرداد,B-DAT
1990,۸۳,I-DAT
1991,),O
1992,دو,O
1993,جایزه,O
1994,مهم,O
1995,را,O
1996,از,O
1997,آن,O
1998,خود,O
1999,کرد,O
2000,.,O
2001,در,B-DAT
2002,سال,I-DAT
2003,۲۰۰۶,I-DAT
2004,گزارش,O
2005,تحقیقی,O
2006,مولتی‌اسکوپ,O
2007,نشان,O
2008,داد,O
2009,که,O
2010,ویکی‌پدیای,O
2011,هلندی,O
2012,با,O
2013,امتیاز,O
2014,۸/۱,O
2015,پس,O
2016,از,O
2017,گوگل,O
2018,و,O
2019,جی‌میل,O
2020,محبوبترین,O
2021,وبگاه,O
2022,اینترنتی,O
2023,به,O
2024,زبان,O
2025,هلندی,O
2026,بوده‌است,O
2027,.,O
2028,مجله,B-ORG
2029,تایم,I-ORG
2030,در,O
2031,گزارش,O
2032,سال,B-DAT
2033,۲۰۰۶,I-DAT
2034,خود,O
2035,،,O
2036,جیمی,B-PER
2037,ولز,I-PER
2038,را,O
2039,در,O
2040,گروه,O
2041,۱۰۰,O
2042,فرد,O
2043,تاثیرگذار,O
2044,سال,B-DAT
2045,اعلام,O
2046,کرد,O
2047,.,O
2048,همچنین,O
2049,در,O
2050,همین,O
2051,سال,B-DAT
2052,ویکی‌پدیای,O
2053,روسی,O
2054,برنده,O
2055,جایزه,O
2056,رانت,O
2057,(,O
2058,روسی,O
2059,: ),O
2060,در,O
2061,بخش,O
2062,دانش,O
2063,و,O
2064,آموزش,O
2065,شد,O
2066,.,O
2067,طی,O
2068,سال‌های,O
2069,گذشته,O
2070,ویکی‌پدیا,O
2071,از,O
2072,طرف,O
2073,سازمان,B-ORG
2074,ملل,I-ORG
2075,متحد,I-ORG
2076,نیز,O
2077,به,O
2078,عنوان,O
2079,عامل,O
2080,گسترش,O
2081,دانش,O
2082,به,O
2083,صورت,O
2084,مردم,O
2085,نهاد,O
2086,معرفی‌شده,O
2087,و,O
2088,حتی,O
2089,در,O
2090,راستای,O
2091,رشد,O
2092,و,O
2093,گسترش,O
2094,ویکی,O
2095,به,O
2096,این,O
2097,پروژه,O
2098,کمک,O
2099,شده‌است,O
2100,.,O
2101,اطلاعات,O
2102,زمانی,O
2103,ارزش,O
2104,پیدا,O
2105,می‌کنند,O
2106,که,O
2107,برای,O
2108,یک,O
2109,بعد,O
2110,خاص,O
2111,،,O
2112,یک,O
2113,فرد,O
2114,خاص,O
2115,،,O
2116,یک,O
2117,هدف,O
2118,خاص,O
2119,و,O
2120,در,O
2121,زمان,O
2122,خاص,O
2123,گردآوری,O
2124,و,O
2125,آماده,O
2126,شوند,O
2127,،,O
2128,لذا,O
2129,اطلاعاتی,O
2130,که,O
2131,برای,O
2132,یک,O
2133,مدیر,O
2134,،,O
2135,جنبه,O
2136,اطلاعاتی,O
2137,دارد,O
2138,،,O
2139,برای,O
2140,مدیر,O
2141,دیگر,O
2142,ممکن,O
2143,است,O
2144,اصلا,O
2145,ارزشی,O
2146,نداشته,O
2147,باشد,O
2148,.,O
2149,بدین‌ترتیب,O
2150,،,O
2151,اطلاعات,O
2152,،,O
2153,آگاهی‌های,O
2154,به,O
2155,دست,O
2156,آمده,O
2157,از,O
2158,عنصرها,O
2159,و,O
2160,رویدادهای,O
2161,جهان,O
2162,هستی,O
2163,است,O
2164,.,O
2165,به,O
2166,همین,O
2167,دلیل,O
2168,تعریف,O
2169,دانش,O
2170,آزاد,O
2171,بر,O
2172,اساس,O
2173,تعریف,O
2174,نرم‌افزار,O
2175,آزاد,O
2176,و,O
2177,توسط,O
2178,بنیاد,B-ORG
2179,نرم‌افزار,I-ORG
2180,آزاد,I-ORG
2181,که,O
2182,به,O
2183,این,O
2184,موضوع,O
2185,اهمیت,O
2186,می‌دهد,O
2187,،,O
2188,تنظیم,O
2189,شده‌است,O
2190,.,O
2191,طبق,O
2192,تعریف,O
2193,بنیاد,B-ORG
2194,نرم‌افزار,I-ORG
2195,آزاد,I-ORG
2196,آزادی,O
2197,۲,O
2198,و,O
2199,۴,O
2200,به,O
2201,ارائه,O
2202,دیجیتال,O
2203,دانش,O
2204,آزاد,O
2205,نیاز,O
2206,دارد,O
2207,تا,O
2208,در,O
2209,یک,O
2210,قالب,O
2211,فایل,O
2212,آزاد,O
2213,که,O
2214,به,O
2215,صورت,O
2216,کامل,O
2217,توسط,O
2218,نرم‌افزار,O
2219,آزاد,O
2220,قابل,O
2221,ویرایش,O
2222,باشد,O
2223,،,O
2224,قرار,O
2225,بگیرد,O
2226,.,O
2227,منابع,O
2228,از‌این‌دست,O
2229,مورد,O
2230,توجه,O
2231,جنبش‌هایی,O
2232,است,O
2233,که,O
2234,با,O
2235,نرم‌افزار,O
2236,آزاد,O
2237,فرهنگ,B-ORG
2238,آزاد,I-ORG
2239,و,O
2240,دانش,O
2241,آزاد,O
2242,و,O
2243,سر‌و‌کار,O
2244,دارند,O
2245,و,O
2246,توسط,O
2247,جوامع,O
2248,آزاد,O
2249,به,O
2250,عنوان,O
2251,مثال,O
2252,برای,O
2253,یادگیری,O
2254,(,O
2255,به,O
2256,یادگیری,O
2257,آزاد,O
2258,مراجعه,O
2259,کنید,O
2260,),O
2261,استفاده,O
2262,می‌شود,O
2263,.,O
2264,۱۹۰۹,O
2265,:,O
2266,ماهاتما,B-PER
2267,گاندی,I-PER
2268,یکی,O
2269,از,O
2270,جدیدترین,O
2271,انتشارات,O
2272,گاندی,O
2273,،,O
2274,هند,O
2275,سورج,O
2276,که,O
2277,در,O
2278,۱۹۰۹,O
2279,منتشر,O
2280,شد,O
2281,به,O
2282,عنوان,O
2283,طرح,O
2284,فکری,O
2285,برای,O
2286,جنبش,O
2287,آزادی,O
2288,هند,O
2289,شناخته,O
2290,می‌شود,O
2291,.,O
2292,سال,B-DAT
2293,بعد,I-DAT
2294,آن,O
2295,کتاب,O
2296,به,O
2297,انگلیسی,O
2298,ترجمه,O
2299,شد,O
2300,،,O
2301,با,O
2302,کپی‌رایت,O
2303,که,O
2304,می‌گوید,O
2305,هیچ,O
2306,حقی,O
2307,محفوظ,O
2308,نیست,O
2309,آیا,O
2310,گاندی,O
2311,یک,O
2312,ویکی‌پدیانویس,O
2313,بود,O
2314,؟,O
2315,به,O
2316,تازگی,O
2317,در,O
2318,این,O
2319,قرن,B-DAT
2320,ناشران,O
2321,دانشگاهی,O
2322,فکر,O
2323,کردن,O
2324,درباره,O
2325,دسترسی,O
2326,آزاد,O
2327,را,O
2328,شروع,O
2329,کردند,O
2330,و,O
2331,برخی,O
2332,مطالب,O
2333,علمی,O
2334,را,O
2335,تحت,O
2336,مجوز,O
2337,کرییتیو,B-ORG
2338,کامنز,I-ORG
2339,منتشر,O
2340,کردند,O
2341,.,O
2342,لارنس,B-PER
2343,لسیگ,I-PER
2344,چندین,O
2345,کتاب,O
2346,درباره,O
2347,تمایز,O
2348,بین,O
2349,آزادی,O
2350,که,O
2351,انتظار,O
2352,می‌رود,O
2353,،,O
2354,خواندن,O
2355,/,O
2356,نوشتن,O
2357,فرهنگ,O
2358,اینترنت,O
2359,و,O
2360,کنترل,O
2361,از,O
2362,طریق,O
2363,روش‌های,O
2364,فنی,O
2365,منتشر,O
2366,کرده‌است,O
2367,.,O
2368,فرهنگ,B-ORG
2369,آزاد,I-ORG
2370,(,O
2371,کتاب,O
2372,),O
2373,چگونه,O
2374,رسانه‌های,O
2375,بزرگ,O
2376,از,O
2377,فناوری,O
2378,و,O
2379,قانون,O
2380,برای,O
2381,انحصاری,O
2382,کردن,O
2383,فرهنگ,O
2384,و,O
2385,داشتن,O
2386,کنترل,O
2387,روی,O
2388,خلاقیت,O
2389,استفاده,O
2390,می‌کنند,O
2391,.,O
2392,۲۰۰۶,O
2393,یوچایی,O
2394,بنکلر,O
2395,ثروت,O
2396,شبکه‌ها,O
2397,را,O
2398,منتشر,O
2399,کرده,O
2400,یوچایی,O
2401,بنکلر,O
2402,۲۰۰۶,O
2403,"): ,",O
2404,مجله,O
2405,دانشگاه,B-ORG
2406,ییل,I-ORG
2407,.,O
2408,احتمالا,O
2409,در,O
2410,راستای,O
2411,همین,O
2412,مواضع,O
2413,،,O
2414,صحبت‌هایی,O
2415,(,O
2416,برای‌مثال,O
2417,),O
2418,در,O
2419,انجمن‌ها,O
2420,و,O
2421,کنفرانس‌های,O
2422,جوامع,O
2423,منابع,O
2424,آموزش,O
2425,آزاد,O
2426,پیرامون,O
2427,نرم‌افزار,O
2428,آزاد,O
2429,و,O
2430,جنبش,B-ORG
2431,فرهنگ,I-ORG
2432,آزاد,I-ORG
2433,یافت,O
2434,می‌شوند,O
2435,.,O
2436,اولین,O
2437,ویکی,O
2438,در,O
2439,اینترنت,O
2440,را,O
2441,وارد,B-PER
2442,کانینگهام,I-PER
2443,در,B-DAT
2444,سال,I-DAT
2445,۱۹۹۵,I-DAT
2446,و,O
2447,با,O
2448,نام,O
2449,ویکی‌ویکی‌وب,O
2450,ایجاد,O
2451,کرد,O
2452,.,O
2453,وارد,B-PER
2454,کانینگهام,I-PER
2455,تولیدکننده,O
2456,اولین,O
2457,نرم‌افزار,O
2458,ویکی,O
2459,بهنام,O
2460,ویکی‌ویکی‌وب,O
2461,WikiWikiWeb,O
2462,)،,O
2463,درباره,O
2464,ویکی‌ها,O
2465,می‌گوید,O
2466,:,O
2467,ساده‌ترین,O
2468,پایگاه,B-LOC
2469,داده,I-LOC
2470,برخط,O
2471,که,O
2472,عملا,O
2473,کار,O
2474,می‌کند,O
2475,.,O
2476,به,O
2477,عنوان,O
2478,مثال,O
2479,اگر,O
2480,در‌آغاز,O
2481,سطرها,O
2482,ستاره,O
2483,(,O
2484,نشان‌گذاری,O
2485,),O
2486,بگذارید,O
2487,،,O
2488,یک,O
2489,گلوله,O
2490,(,O
2491,نشانه‌گذاری,O
2492,),O
2493,ایجاد,O
2494,می‌شود,O
2495,.,O
2496,برای,O
2497,ایجاد,O
2498,پیوندها,O
2499,قاعده,O
2500,مشخصی,O
2501,رعایت,O
2502,می‌شود,O
2503,که,O
2504,الگوی,O
2505,پیوند,O
2506,نامیده,O
2507,می‌شود,O
2508,.,O
2509,این,O
2510,موضوع,O
2511,به,O
2512,این,O
2513,برمی‌گردد,O
2514,که,O
2515,موتور,O
2516,ویکی,O
2517,از,O
2518,یک,O
2519,پایگاه,B-LOC
2520,داده,I-LOC
2521,استفاده,O
2522,می‌کند,O
2523,یا,O
2524,نه,O
2525,.,O
2526,کانینگهام,O
2527,در,B-DAT
2528,سال,I-DAT
2529,۱۹۹۴,I-DAT
2530,نرم‌افزار,O
2531,و,O
2532,وبگاه,O
2533,را,O
2534,توسعه,O
2535,داد,O
2536,تا,O
2537,تبادل,O
2538,اطلاعات,O
2539,رابین,O
2540,برنامه‌نویسان,O
2541,ساده‌تر,O
2542,کند,O
2543,.,O
2544,این,O
2545,ایده,O
2546,بر,O
2547,پایه,O
2548,فایل‌های,O
2549,استک,O
2550,هایپرکارد,O
2551,بنا,O
2552,شده,O
2553,بود,O
2554,که,O
2555,در,O
2556,اواخر,O
2557,سال‌های,O
2558,۱۹۸۰,O
2559,ایجاد,O
2560,شده,O
2561,بودند,O
2562,.,O
2563,کانینگهام,O
2564,در,B-DAT
2565,۲۵,I-DAT
2566,مارس,I-DAT
2567,۱۹۹۵,I-DAT
2568,این,O
2569,نرم‌افزار,O
2570,را,O
2571,روی,O
2572,وبگاه,O
2573,شرکت,O
2574,خودش,O
2575,(,O
2576,کانینگهام,O
2577,اند,O
2578,کانینگهام,O
2579,),O
2580,نصب,O
2581,کرد,O
2582,.,O
2583,کانینگهام,O
2584,به,O
2585,یاد,O
2586,مسئول,O
2587,باجه,O
2588,فرودگاه,B-LOC
2589,بین,I-LOC
2590,الملی,I-LOC
2591,هونولولو,I-LOC
2592,که,O
2593,به,O
2594,او,O
2595,گفته,O
2596,بود,O
2597,برای,O
2598,رفتن,O
2599,به,O
2600,پایانه,O
2601,فرودگاه,O
2602,سوار,O
2603,اتوبوس,O
2604,ویکی‌ویکی,O
2605,شود,O
2606,این,O
2607,نام,O
2608,را,O
2609,برگزید,O
2610,.,O
2611,ویکی‌ویکی,O
2612,دوگان‌سازی,O
2613,واژه,O
2614,ویکی,O
2615,است,O
2616,که,O
2617,در,O
2618,زبان,O
2619,هاوایی,O
2620,به,O
2621,معنی,O
2622,تند,O
2623,و,O
2624,زود,O
2625,به‌کار,O
2626,می‌رود,O
2627,.,O
2628,ویکی‌ها,O
2629,به,O
2630,کاربران,O
2631,این,O
2632,اجازه,O
2633,را,O
2634,می‌دهند,O
2635,که,O
2636,بدون,O
2637,دانش,O
2638,برنامه‌نویسی,O
2639,برای,O
2640,وب,O
2641,اقدام,O
2642,به,O
2643,ایجاد,O
2644,صفحات,O
2645,اینترنتی,O
2646,درباره,O
2647,موضوعات,O
2648,مختلف,O
2649,بکنند,O
2650,.,O
2651,در,O
2652,ویکی‌پدیا,O
2653,،,O
2654,متن‌های,O
2655,به‌صورت,O
2656,ویکی‌پدیا,O
2657,به,O
2658,شکل,O
2659,پیوند,O
2660,درمی‌آیند,O
2661,،,O
2662,و,O
2663,اگر,O
2664,صفحه,O
2665,مربوط,O
2666,به,O
2667,متن,O
2668,موجود,O
2669,نباشد,O
2670,،,O
2671,پیوند,O
2672,با,O
2673,رنگ,O
2674,قرمز,O
2675,نمایش,O
2676,داده,O
2677,می‌شود,O
2678,.,O
2679,بر,O
2680,اساس,O
2681,چهارچوب,O
2682,پروژه‌های,O
2683,چندزبانه,O
2684,بنیاد,B-ORG
2685,ویکی‌مدیا,I-ORG
2686,در,O
2687,زبان,O
2688,فارسی,O
2689,نیز,O
2690,از,O
2691,یک,O
2692,نرم‌افزار,O
2693,ویکی,O
2694,استفاده,O
2695,شده‌است,O
2696,.,O
2697,سایر,O
2698,پروژه,O
2699,ویکی‌مدیا,O
2700,مثل,O
2701,ویکی‌انبار,O
2702,ویکی‌داده,O
2703,و,O
2704,ویکی‌گونه,O
2705,چند,O
2706,زبانه,O
2707,هستند,O
2708,.,O
2709,ابومحمد,O
2710,مشرف‌الدین,O
2711,مصلح,O
